,apply_promo
216,0.0030834347346222757
217,0.00894945709355375
218,0.019245198326257804
219,0.05073279052070308
220,0.007108773870566042
221,0.008617283543143629
222,0.011790037880660268
223,0.0030292210880001127
224,0.03600639462060578
225,0.022319648342913848
226,0.041359661801038346
227,0.004997206207891305
228,0.021036388510258772
229,0.006796000221713281
230,0.004253415596439577
231,0.015193917298978501
232,0.0039913332044853615
233,0.009206553496839477
234,0.05630290289594367
235,0.003604827318809735
236,0.00785133896673361
237,0.0715819985902227
238,0.03678154643826284
239,0.0016551630733324327
240,0.012889118254683666
241,0.0071394975114971015
242,0.03741182628823758
243,0.07440833003438208
244,0.0023483026280829524
245,0.005604718470720329
246,0.008497870724391749
247,0.013472217956146539
248,0.003137476635100752
249,0.0008050152225011086
250,0.0025874978253717503
251,0.03265912242319888
252,0.05994038913321525
253,0.00781223695858258
254,0.05153602738428979
255,0.05796392890571863
256,0.007424828424500038
257,0.05707645252768746
258,0.014085490208586508
259,0.0311254519346909
260,0.027720984381324944
261,0.047667370359417864
262,0.10177230693290089
263,0.017465938881168246
264,0.005778192577846163
265,0.022521457602160417
266,0.0053776809309668125
267,0.0030917495270741725
268,0.012264214657363982
269,0.0016706710760773357
270,0.006328539076993726
271,0.011571937664054475
272,0.01217773744439231
273,0.009297307711589275
274,0.005736621286989475
275,0.02396883841816911
276,0.03184408639177527
277,0.07701217280161216
278,0.0036745557063254104
279,0.007631061214146103
280,0.01629546239974564
281,0.021999434674336467
282,0.021411902843176803
283,0.01846135812487423
284,0.08571460430921697
285,0.010947869968130524
286,0.0036699530309091608
287,0.11465939864933292
288,0.003935550460899554
289,0.018150612767329315
290,0.007680288123021606
291,0.004592196969461966
292,0.009021236330757455
293,0.010335173276205235
294,0.02232180190579904
295,0.16151291881720578
296,0.012458302726775256
297,0.005274267440170229
298,0.002856818057802268
299,0.008954516741166301
300,0.005171227851366415
301,0.01029214472334839
302,0.020207804988218794
303,0.011401672451174147
304,0.02545281447893005
305,0.1840992135577318
306,0.0245153094985308
307,0.010257037577087045
308,0.04266513253988055
309,0.01738866242327866
310,0.022817187360360133
311,0.014054466735655354
312,0.01788108441808478
313,0.03184863189034178
314,0.03694088413005867
315,0.0035113970398981042
316,0.015920894532566784
317,0.005184618450130848
318,0.02461007475737489
319,0.011024481520605967
320,0.037708463098950755
321,0.006278309233463386
322,0.002459901223292123
323,0.006613929267089933
324,0.0021697639087062174
325,0.09013009662238068
326,0.0026515537558913123
327,0.003078488191064868
328,0.03312905133734291
329,0.1500864926879416
330,0.014364103749501611
331,0.017059081095190148
332,0.01813276214542288
333,0.014701874317829813
334,0.011279111630280636
335,0.009161066121710425
336,0.005572681689093345
337,0.02458550812012743
338,0.00894062764493416
339,0.007272392894499416
340,0.006557292297115523
341,0.07876663068261562
342,0.00748904040559965
343,0.032140115452715716
344,0.04086226466831777
345,0.02227765570769203
346,0.0041273052666347294
347,0.004366541473240705
348,0.005278539516834383
349,0.008582635291296822
350,0.008808611963454966
351,0.006108198704874611
352,0.05746437234146037
353,0.01113411701860627
354,0.0036871166492182844
355,0.014232465850807766
356,0.011416036060305099
357,0.016289642355072985
358,0.011050154526569112
359,0.008254930768074533
360,0.06554809600929319
361,0.011741405772150156
362,0.01341915844580574
363,0.017676853180578926
364,0.002176520181544167
365,0.011225609133102016
366,0.008073508152451935
367,0.03080807692124364
368,0.007640421544889322
369,0.00809295426441345
370,0.020017482380464538
371,0.038606686879251235
372,0.013202274542274885
373,0.06756921493529343
374,0.010499598522394194
375,0.009335528957439476
376,0.11181412762295373
377,0.02956128058158318
378,0.009364628831445692
379,0.010904897598029808
380,0.011381994196107786
381,0.02225270525514046
382,0.01405853428398066
383,0.003313697785752726
384,0.00865037084518732
385,0.004120596105718256
386,0.013576750750337487
387,0.022232754848698556
388,0.010679659100403294
389,0.03528011521905495
390,0.010979598103952574
391,0.0023148366156322967
392,0.10236069245868618
393,0.0067882062548812235
394,0.004094248065143181
395,0.00838523168679993
396,0.03100018035491233
397,0.007202346951654763
398,0.0066871340533019245
399,0.004595995575567992
400,0.008762910006449038
401,0.014405581233235093
402,0.0055073197627384
403,0.01297425463672465
404,0.03635214877411411
405,0.11530478852399542
406,0.013046924230713805
407,0.014443243327844038
408,0.04766296463327247
409,0.025395276114120797
410,0.008762255804012452
411,0.009457029132275833
412,0.004172962258515723
413,0.01889738556610564
414,0.033891307686929044
415,0.07704701537722665
416,0.012275507789588148
417,0.008704441437973347
418,0.0076275109840883756
419,0.0036363564405544175
420,0.007210448188091713
421,0.008980728112220683
422,0.01625076145997457
423,0.014203515313270557
424,0.009901801257631446
425,0.012894411392007518
426,0.013830106464921542
427,0.061527096534673024
428,0.014864681144781285
429,0.038733455931209464
430,0.008893751151172464
431,0.04658786532707796
432,0.005895928442666753
433,0.009409867258595321
434,0.021625317558749003
435,0.035840034176103826
436,0.023825459589431948
437,0.008109592229143182
438,0.01869268259737948
439,0.02560029336025617
440,0.10061160189425794
441,0.023279415068405977
442,0.005486897323050685
443,0.10204912279824026
444,0.00933622873306428
445,0.004777747753479432
446,0.0575105218406232
447,0.006999276058346125
448,0.0033987931779548707
449,0.06884731350833297
450,0.058105178349137934
451,0.02298122989800453
452,0.010276953633981362
453,0.0053039911877250144
454,0.019868718843798705
455,0.008986023418243774
456,0.009294578578737904
457,0.021138662126218448
458,0.019894645417833815
459,0.040035774432833925
460,0.0321971942379252
461,0.013836811552010397
462,0.022837142493852408
463,0.04402401756616288
464,0.013878801405372336
465,0.025173796189103224
466,0.017969774989222247
467,0.041657308124239206
468,0.010243143558354293
469,0.02209418196628055
470,0.023406253745383625
471,0.0053553931335629445
472,0.006869677787948483
473,0.010756063726643821
474,0.02742567547381265
475,0.009920992434806384
476,0.020489098273780208
477,0.021382827579698543
478,0.023889493298788405
479,0.005163870712477871
480,0.009320405021622501
481,0.018116340114107288
482,0.010652590080226846
483,0.004680137402339341
484,0.02127488267120734
485,0.005081618947756941
486,0.03575641423220686
487,0.003815825901688017
488,0.03602245658562501
489,0.014359637467109295
490,0.004657089875088881
491,0.056128194901054744
492,0.12048833027971079
493,0.002365659146665011
494,0.009216192286603525
495,0.057060403397866256
496,0.012560179975591884
497,0.005184779623732357
498,0.0028624649150745503
499,0.0268348032883991
500,0.019468204842929358
501,0.03155354000458133
502,0.037684496757992465
503,0.02247185907981718
504,0.03696810101680859
505,0.077359279699013
506,0.012795119435984553
507,0.0097924622258589
508,0.027886960567375132
509,0.004350479247862273
510,0.019343551338755375
511,0.044281071275505964
512,0.004149697645012422
513,0.02856727674245269
514,0.03575780559612533
515,0.0037715449975440235
516,0.0026067358237099303
517,0.0046892179959267775
518,0.03742383246059365
519,0.15017326678095802
520,0.014277897598917382
521,0.020489162837119136
522,0.002361682873945503
523,0.011223222534915709
524,0.023256254592035938
525,0.010639650200688796
526,0.014127438737672266
527,0.0038160008930919155
528,0.003484708929913441
529,0.005490990142187349
530,0.00823155866774262
531,0.036116143691141155
532,0.0794376602811257
533,0.013328207304704907
534,0.008087175462058881
535,0.011451763594219008
536,0.005668232036515739
537,0.0051402979541924024
538,0.0066953163214789856
539,0.0040463653775563435
540,0.013600027250299988
541,0.009786575643364572
542,0.017035393753196314
543,0.10760470079236453
544,0.012286961222680233
545,0.017959660638024913
546,0.017216086306821764
547,0.01717305400293555
548,0.017237047059414205
549,0.009891302931791177
550,0.1306466961283337
551,0.010292643592954122
552,0.009940084047754207
553,0.008643144599842546
554,0.008245485778777031
555,0.09913910190105364
556,0.01673713323621254
557,0.013223348468828057
558,0.007515342868615966
559,0.005959861217242355
560,0.06278950373143051
561,0.016070792441576366
562,0.010125733406432481
563,0.024189125484322064
564,0.00997077346849416
565,0.0067708360222076
566,0.014661208022201309
567,0.047519153798824355
568,0.028068991419545
569,0.010380239157291193
570,0.013893930484860947
571,0.005796614671587167
572,0.006184266043388122
573,0.016832757228883482
574,0.025129264005098427
575,0.003295171200396113
576,0.038518876200890645
577,0.029821446632025128
578,0.029421731762732602
579,0.06113838576842312
580,0.003989526918467016
581,0.0842739803741619
582,0.04963999303341847
583,0.005815538769081233
584,0.04669119997218769
585,0.012184474149271301
586,0.007608272539081642
587,0.0049128053566345805
588,0.0325047293183964
589,0.012712311048442766
590,0.007354305114671367
591,0.030411382760635715
592,0.03794389262715158
593,0.026544304183030356
594,0.017933000311435205
595,0.007606216389041972
596,0.044062284551406136
597,0.024356008615886663
598,0.012126832135211025
599,0.014941037466459072
600,0.011478938795697363
601,0.0572503459828842
602,0.03063365111331092
603,0.015175552425438108
604,0.019808337925637177
605,0.02542031421211388
606,0.14499827626188266
607,0.008605735025068723
608,0.008977609975245314
609,0.0039004493158050673
610,0.010867583687992415
611,0.018262453126867643
612,0.01433095827540045
613,0.01859470495504557
614,0.003080420387202969
615,0.012472525784597028
616,0.014207627834296906
617,0.01595286770343299
618,0.003450527819894715
619,0.014394280408893612
620,0.028525046535213566
621,0.02452756962425149
622,0.009014141956809241
623,0.020826627792056115
624,0.01601147552930245
625,0.01120718631047559
626,0.004084059704659486
627,0.052997140993169226
628,0.04217027872403847
629,0.003573470753445922
630,0.024123971411468586
631,0.07644944055671155
632,0.03213586456648445
633,0.015591118477481961
634,0.040534931271348475
635,0.01326477662087166
636,0.005835644914790537
637,0.070275932030523
638,0.021819942527868095
639,0.0571736722137208
640,0.0153960279066372
641,0.027714603210519478
642,0.006562254168394419
643,0.012279296264755477
644,0.010001598379264046
645,0.014342711774263455
646,0.021540610130601854
647,0.0902109685974902
648,0.02928335805886526
649,0.0038388910628551244
650,0.01101119666790099
651,0.005815333941768614
652,0.012241427916586951
653,0.13302034631583368
654,0.01301989784341445
655,0.1724564363804324
656,0.00430944895077313
657,0.0075690200876180795
658,0.01884127639500952
659,0.09780823937210296
660,0.007464597892547544
661,0.006950786461561825
662,0.003571776736313476
663,0.0034441036202675196
664,0.08243416623615743
665,0.003493883353479479
666,0.010861775318217082
667,0.006739121094211993
668,0.012486499590366525
669,0.007117591687148642
670,0.04922721932124515
671,0.06255240135342956
672,0.009138969405411425
673,0.00814311635754186
674,0.038429260511658576
675,0.0027910748664628695
676,0.05736970028020122
677,0.021452948985303706
678,0.005881204311925369
679,0.003090054468776534
680,0.007512354257024203
681,0.02956429622325744
682,0.015320558481598209
683,0.010069297569233472
684,0.009948615943267305
685,0.01214990712500454
686,0.021170583768516067
687,0.0037254359999985367
688,0.005879479505581757
689,0.011751751728025367
690,0.009875637336168929
691,0.038135806332965816
692,0.003025566958040146
693,0.03208006583699799
694,0.06030633028249283
695,0.035710302534723466
696,0.016279423484663626
697,0.014460733556780235
698,0.03217276451563763
699,0.003802074135510886
700,0.009760403676905118
701,0.018606264803814183
702,0.008234225714607942
703,0.04668216553869555
704,0.010233171373189034
705,0.007241031136185066
706,0.12258464828220847
707,0.02734598413991133
708,0.02405587972891963
709,0.0057720733694123574
710,0.020675016282598237
711,0.008573780263067826
712,0.0035165187299193794
713,0.00844293503457731
714,0.03700632142057955
715,0.004585879314074654
716,0.07712877680850867
717,0.03812089791565257
718,0.017553574743738257
719,0.005757305214193759
720,0.004387447779870856
721,0.0166528769953176
722,0.008113255022091065
723,0.015299019476221108
724,0.03376051280590052
725,0.002741093213780082
726,0.0036567297479534284
727,0.01314407700347567
728,0.017597982664566088
729,0.49911356246073063
730,0.03382959617019706
731,0.00518692050023937
732,0.01599080529749786
733,0.05107628710438359
734,0.00658088319606744
735,0.045346711814765
736,0.040503408271232555
737,0.004256919933350606
738,0.05951081202971492
739,0.01532076541280219
740,0.022701702605178502
741,0.021908322565450302
742,0.038250305532220266
743,0.011611425037531013
744,0.026504263727339303
745,0.0023173986260543004
746,0.010917321678545183
747,0.038657127721425495
748,0.005956663091809467
749,0.006492772950979165
750,0.020566667891902965
751,0.008978169166104857
752,0.00436824342971898
753,0.017009660852082963
754,0.0035906081689368627
755,0.018729060356876135
756,0.0058803171082067954
757,0.0039021229593514404
758,0.033896566412053776
759,0.005022813121110434
760,0.006772219948474389
761,0.012502588546964129
762,0.04030378766609806
763,0.02174376239602099
764,0.009169352783195589
765,0.008845927311782364
766,0.040634481979722775
767,0.025056670139249556
768,0.014616199691767171
769,0.014447468344351561
770,0.06114498548050543
771,0.010592585118435593
772,0.012102860878182726
773,0.003462404313514032
774,0.006378612172269114
775,0.026070004489700805
776,0.0051312218930658965
777,0.024572884670158876
778,0.035262839844110404
779,0.02133228873414146
780,0.010117205390822713
781,0.014955244422036036
782,0.012634633671855095
783,0.014255679989574008
784,0.04557889339417503
785,0.0071285622746383405
786,0.08376410090092691
787,0.007437858937512658
788,0.0016302109038096731
789,0.023828958728322077
790,0.049750585483652514
791,0.01656990681867709
792,0.011725661580499678
793,0.009121148328405826
794,0.013112487615852196
795,0.006896432349473216
796,0.042919701213892346
797,0.008202850439616029
798,0.040417435968920064
799,0.04454721427786074
800,0.006888992238042202
801,0.02570142585628268
802,0.004225594469695914
803,0.010062237044925171
804,0.033379103833433385
805,0.10215031174361178
806,0.02523107081809085
807,0.0010419561697904253
808,0.010397130668193064
809,0.0058266543420425485
810,0.0036512062321942505
811,0.0027691445925333695
812,0.005220597131909939
813,0.14590455656570622
814,0.010308003570045948
815,0.007302154088350223
816,0.01672061461365527
817,0.02247898236098622
818,0.015689822607577807
819,0.007388239356014028
820,0.002712168041367865
821,0.003528907420941351
822,0.03895458807742844
823,0.008273447741793854
824,0.01186064857021091
825,0.0037385392529832116
826,0.008504744599205302
827,0.008171656480562726
828,0.010113586965934304
829,0.00900657970400154
830,0.04978213008175529
831,0.045512216520967666
832,0.0038666316952424107
833,0.06912446432686091
834,0.010303615709104336
835,0.029702470409294468
836,0.029282163480697
837,0.12542223853508735
838,0.008187025410226796
839,0.006825737688670257
840,0.007549142826544946
841,0.009143668998797292
842,0.01263508226715515
843,0.03349915650811817
844,0.00492522753964697
845,0.011214386193417542
846,0.02043521718745124
847,0.006044614305913451
848,0.009487134993769509
849,0.005279181134060808
850,0.005861785694008479
851,0.004067740020223169
852,0.0213904770594299
853,0.0054946406534352185
854,0.012602187488738465
855,0.009945851190364365
856,0.024593188766741384
857,0.005561693291909896
858,0.030578058201750618
859,0.09982944886035067
860,0.0025115392426229947
861,0.013278142788044844
862,0.3743784695066108
863,0.05267605073952032
864,0.042184712985641276
865,0.002783815305754293
866,0.008164138715029703
867,0.008441146064120483
868,0.00687526184786695
869,0.48044389994429587
870,0.00447924368399563
871,0.00602419015176782
872,0.004744538398302532
873,0.004618300045845279
874,0.007905746491633437
875,0.024128539473205524
876,0.06925613109959995
877,0.03671730952390127
878,0.0303881923156844
879,0.006190271222410706
880,0.014537843903873398
881,0.004235325435817909
882,0.06486519932836839
883,0.05160915622711855
884,0.005103181442938193
885,0.19436992673003983
886,0.11077194175645173
887,0.11307107612518077
888,0.01928231889617132
889,0.029260102156402172
890,0.004097912803660023
891,0.011608745032067347
892,0.00414027388271531
893,0.008623591501421593
894,0.2928468406167806
895,0.10283007639032293
896,0.0032089373886531806
897,0.009268756708987748
898,0.006765027023954666
899,0.014233337135664811
900,0.01002516353490105
901,0.004016007579636344
902,0.023258545867342315
903,0.008386954910580361
904,0.1536248241071524
905,0.018313945557158918
906,0.008628848682696554
907,0.003299247781577512
908,0.017270268198986125
909,0.011237276922021904
910,0.02264857666817391
911,0.011135419625970075
912,0.03585535032480987
913,0.00775325237203394
914,0.03456253070731703
915,0.061437549102749435
916,0.014947939956366355
917,0.10759982860693473
918,0.004180099217082107
919,0.01628404482911854
920,0.052594284465465414
921,0.006764448759860562
922,0.018204612767901494
923,0.009918727176610284
924,0.003430917124705398
925,0.002092833866445206
926,0.028627189278664544
927,0.03655820588368554
928,0.011920021054038816
929,0.001765000878946676
930,0.01274182467939748
931,0.0042880326665178286
932,0.04379862436995439
933,0.004439139202564721
934,0.006793949199427613
935,0.027635337862399134
936,0.04883080355288872
937,0.004772400880659946
938,0.013740472053985858
939,0.017897514525705115
940,0.008392259034797933
941,0.04417411338526253
942,0.010484377188314197
943,0.012662352014691102
944,0.023617315856107348
945,0.04678127530616195
946,0.025371444073371725
947,0.147896763722472
948,0.010020148098097228
949,0.04586344981723839
950,0.014302321550813582
951,0.023346345786349997
952,0.027844644011928616
953,0.04759467777783162
954,0.005625328259743283
955,0.05256254215137384
956,0.007214221135394693
957,0.01888010084096575
958,0.008186148702064114
959,0.007022334324832276
960,0.018158361875733716
961,0.0014706107469054338
962,0.011048150529813235
963,0.0037724515238963105
964,0.03051933620337805
965,0.04462971147921989
966,0.011759831560182761
967,0.00205730983154561
968,0.002587825701803597
969,0.012604652897278393
970,0.003702465096498133
971,0.006055743672425156
972,0.01080175290785264
973,0.012348781407108916
974,0.003728354411557438
975,0.10376186494322313
976,0.00276993441308332
977,0.006977225307153159
978,0.004511070067946597
979,0.0063081848470633
980,0.01731003394779889
981,0.03899135072290947
982,0.010572208272482897
983,0.002335867734129119
984,0.019208477480747922
985,0.024375477180667154
986,0.015621882577434815
987,0.02531315603257324
988,0.02163241402118973
989,0.030902103018065747
990,0.013958926057639372
991,0.0657410229464387
992,0.021887600186484685
993,0.006521862891888425
994,0.005468033035016586
995,0.018127827024953178
996,0.010288123518389456
997,0.006364708685762258
998,0.0024200944619540907
999,0.010723397124041533
1000,0.014010805929087978
1001,0.005687114045987896
1002,0.009291486070461924
1003,0.010035528884390355
1004,0.04509727789861414
1005,0.0090193877978789
1006,0.003758733534962637
1007,0.022080392885153663
1008,0.05514867593865307
1009,0.09544726083823833
1010,0.02050776122794079
1011,0.04051001580628722
1012,0.006181001290754736
1013,0.004065901449896031
1014,0.011629452678818182
1015,0.02022384298841631
1016,0.004022522520593304
1017,0.029228260246691673
1018,0.004159387946739808
1019,0.005926690991644795
1020,0.006946316144887739
1021,0.007484885494711512
1022,0.023099141485305032
1023,0.02358451885560349
1024,0.016672096614769122
1025,0.01647247825720092
1026,0.0032019209580296743
1027,0.05402514530882082
1028,0.013449527770128748
1029,0.016737987743104792
1030,0.04750451806492752
1031,0.009462453315214371
1032,0.002880642667496081
1033,0.011977388219712618
1034,0.005107667071806685
1035,0.011751601249994215
1036,0.023055605137234102
1037,0.02234373112690005
1038,0.013067474523424362
1039,0.01413210644665839
1040,0.009665295967014933
1041,0.012680049604984752
1042,0.028126474411901817
1043,0.006357717443504242
1044,0.05158175296774303
1045,0.006559486982346418
1046,0.0044314521779709615
1047,0.05091109665465186
1048,0.0030323362211740756
1049,0.006644542402392557
1050,0.010181285890533175
1051,0.0399035388603398
1052,0.00700173986595251
1053,0.007094942290875891
1054,0.008679802606003519
1055,0.011815575224796657
1056,0.01273109768257892
1057,0.010290243952662734
1058,0.03216546884652914
1059,0.025091488302741712
1060,0.027228133625783683
1061,0.0409285829728215
1062,0.013305569400769319
1063,0.003623835602361932
1064,0.007355676769572209
1065,0.07356321749238726
1066,0.011931053685042704
1067,0.010295272738324071
1068,0.012116885458123913
1069,0.003321159856318689
1070,0.008147027787132971
1071,0.01720372549138481
1072,0.006454675903921401
1073,0.07525483168960724
1074,0.010546891310704446
1075,0.006814682761536529
1076,0.020501408532363447
1077,0.007393160464047839
1078,0.024161998153684597
1079,0.012742005023875127
1080,0.015597519538451982
1081,0.003641297369062559
1082,0.0018357700358601358
1083,0.0022830861027855645
1084,0.028609541998423742
1085,0.01860108496061167
1086,0.008673659125783167
1087,0.06088457268140771
1088,0.09632050664689353
1089,0.005070793595764202
1090,0.006710821005917995
1091,0.01037276448216685
1092,0.06034063044191488
1093,0.004474620706892239
1094,0.024209212207764157
1095,0.005663819076717741
1096,0.037550161124449775
1097,0.002831553497762762
1098,0.004904404577138598
1099,0.1135295342483713
1100,0.008150936195638366
1101,0.008061260301215598
1102,0.038592562859668535
1103,0.13193230028461353
1104,0.013107361377383489
1105,0.019074837573132677
1106,0.005757780563309668
1107,0.004451059350202968
1108,0.008442879669235313
1109,0.024851009313499997
1110,0.013661384606406939
1111,0.005648813164547766
1112,0.011330805172765553
1113,0.009215694776068914
1114,0.0028089780146933695
1115,0.04772750020042824
1116,0.12561536629760497
1117,0.005254495031387845
1118,0.010065584648527703
1119,0.03702087182092186
1120,0.026065416945149637
1121,0.011333417913428803
1122,0.06893384420474273
1123,0.011125283873878048
1124,0.051020765310041044
1125,0.002276757401586985
1126,0.00831270850483167
1127,0.003392732154616456
1128,0.026668759975119322
1129,0.056487808081539706
1130,0.056898391438680335
1131,0.001325715417323112
1132,0.014743606515205844
1133,0.012855995695663447
1134,0.009883626604629043
1135,0.021309043330548713
1136,0.08396519875283216
1137,0.07944720040180789
1138,0.0037930975869509558
1139,0.11709438912608018
1140,0.017305612467936354
1141,0.0071980523066211685
1142,0.0031751202240818638
1143,0.014535321887556258
1144,0.04382570492053734
1145,0.011177738677145586
1146,0.04119926724574472
1147,0.009088774717768394
1148,0.005134591194983934
1149,0.01096253368571939
1150,0.009512253207654338
1151,0.011073492280409684
1152,0.00619895818631036
1153,0.0028292108557979967
1154,0.033704699936256556
1155,0.006556754122656271
1156,0.02734504151947396
1157,0.008370143005807937
1158,0.09666930387857905
1159,0.00520218032156573
1160,0.06918089142171631
1161,0.001483571302033427
1162,0.02012576396400766
1163,0.05909976010703743
1164,0.008577143448139963
1165,0.006515393879831638
1166,0.1945762881500544
1167,0.02732924121159974
1168,0.02240189876732317
1169,0.01215831639061814
1170,0.011522091266475276
1171,0.037499722517556934
1172,0.01651152026441756
1173,0.00815540209163683
1174,0.019371242676396293
1175,0.005023394255115773
1176,0.04583038651054525
1177,0.07705340776181605
1178,0.007522758798860569
1179,0.0015580759910722448
1180,0.01940857390701584
1181,0.007875962522560178
1182,0.013956152389143908
1183,0.004645587409330786
1184,0.01276753961803675
1185,0.010584709946972784
1186,0.06884523236170648
1187,0.02084753921494674
1188,0.039447096607866834
1189,0.004441044275983773
1190,0.006100717290470703
1191,0.025677231310017663
1192,0.005624438695365106
1193,0.01929366211838739
1194,0.016674792123243257
1195,0.09218935143560647
1196,0.005520586132736463
1197,0.019576127257621954
1198,0.059800891728977894
1199,0.004064606890493342
1200,0.016264365639326303
1201,0.008234539595325566
1202,0.022653551793685053
1203,0.04096570240276508
1204,0.004796028940967789
1205,0.007884088239390321
1206,0.026162892463519993
1207,0.0036253692532068767
1208,0.09144472212443408
1209,0.051422475264512935
1210,0.00626714776986442
1211,0.008644361592652238
1212,0.003576157463842818
1213,0.00868931662585925
1214,0.010385756480197732
1215,0.02755892477474095
1216,0.007069264121799859
1217,0.03267404206324017
1218,0.023358640559353508
1219,0.21188553059232312
1220,0.021777995840647754
1221,0.004978695184030877
1222,0.005064342641684694
1223,0.008804822022456566
1224,0.0038420635032790384
1225,0.006755520156812512
1226,0.04921949124030766
1227,0.009555129430283252
1228,0.022390217080046737
1229,0.01150733606795299
1230,0.005245104046354899
1231,0.08031367685241497
1232,0.021749363501122373
1233,0.025300642044116584
1234,0.03202986992875572
1235,0.018934482461722628
1236,0.007747145773464895
1237,0.00578757489874059
1238,0.010079172640254656
1239,0.01214531508738815
1240,0.012145076920137067
